FLAG;PITCH;ROLL;YAW
0;-5.33;37.29;226.74
0;-1.25;37.22;225.35
0;3.11;36.78;223.90
0;7.68;35.89;222.44
0;12.05;34.71;221.11
0;16.28;33.35;219.88
0;24.97;30.03;217.44
0;29.21;28.14;216.34
0;32.65;26.51;215.54
0;36.58;24.62;214.71
0;39.94;23.00;214.00
0;42.89;21.59;213.39
0;45.56;20.34;212.89
0;48.05;19.28;212.51
0;50.37;18.47;212.23
0;54.96;17.51;211.72
0;57.35;17.23;211.37
0;59.38;17.01;211.02
0;61.28;16.83;210.71
0;62.14;16.75;210.59
0;62.99;16.68;210.48
0;66.11;16.50;210.21
0;67.68;16.48;210.16
0;69.02;16.48;210.16
0;71.54;16.48;210.34
0;72.68;16.44;210.55
0;73.13;16.41;210.71
0;73.59;16.37;210.87
0;75.41;16.11;212.11
0;76.15;15.95;212.96
0;76.79;15.78;213.91
0;77.51;15.54;215.33
0;77.96;15.38;216.44
0;78.74;15.15;218.93
0;79.10;15.13;220.35
0;79.22;15.15;220.92
0;79.33;15.17;221.49
0;79.48;15.27;223.25
0;79.46;15.29;223.85
0;79.17;15.26;225.69
0;79.01;15.23;226.49
0;78.91;15.24;227.05
0;78.83;15.30;227.50
0;78.72;15.33;227.92
0;78.21;15.27;229.14
0;77.84;15.21;229.76
0;77.47;15.14;230.29
0;77.09;15.08;230.78
0;76.73;15.03;231.20
0;76.40;15.00;231.55
0;76.12;15.01;231.82
0;75.91;15.03;232.02
0;75.76;15.09;232.14
0;75.66;15.32;232.18
0;75.70;15.48;232.14
0;75.75;15.63;232.13
0;75.81;15.77;232.17
0;75.86;15.85;232.23
0;75.89;15.90;232.29
0;75.97;15.94;232.59
0;76.02;15.88;232.87
0;76.06;15.78;233.10
0;76.13;15.40;233.62
0;76.16;15.16;233.89
0;76.18;14.93;234.14
0;76.20;14.67;234.41
0;76.21;14.42;234.67
0;76.24;14.19;234.92
0;76.27;13.98;235.10
0;76.32;13.79;235.17
0;76.37;13.65;235.44
0;76.50;13.43;236.03
0;76.58;13.35;235.96
0;76.69;13.29;236.12
0;76.79;13.26;236.38
0;76.85;13.25;236.56
0;76.89;13.25;236.68
0;77.00;13.27;236.88
0;77.05;13.28;237.36
0;77.06;13.28;237.74
0;77.03;13.27;238.25
0;76.98;13.25;238.62
0;76.91;13.23;239.00
0;76.83;13.20;239.32
0;76.73;13.18;239.35
0;76.61;13.17;239.31
0;76.50;13.17;239.56
0;76.40;13.19;239.76
0;76.32;13.21;239.89
0;76.17;13.35;239.57
0;76.10;13.43;239.57
0;76.05;13.51;239.58
0;75.98;13.59;239.39
0;75.89;13.69;239.18
0;75.82;13.76;239.25
0;75.77;13.80;239.30
0;75.63;13.88;239.34
0;75.45;13.94;239.04
0;75.36;13.96;239.13
0;75.31;13.98;239.19
0;76.37;12.79;237.86
0;76.88;12.20;237.22
0;76.82;12.21;237.27
0;76.76;12.22;237.31
0;76.73;12.23;237.05
0;76.70;12.24;236.58
0;76.68;12.26;236.61
0;76.66;12.33;236.78
0;76.66;12.36;236.42
0;76.66;12.39;236.44
0;76.66;12.42;236.55
0;76.66;12.44;236.67
0;76.66;12.48;236.62
0;76.66;12.53;236.43
0;76.67;12.57;236.61
0;76.66;12.62;236.98
0;76.66;12.62;236.72
0;76.66;12.61;236.68
0;76.65;12.60;236.79
0;76.64;12.59;236.87
0;76.64;12.58;236.79
0;76.63;12.58;236.57
0;76.63;12.56;236.44
0;76.63;12.55;236.47
0;76.64;12.55;236.49
0;76.65;12.55;236.13
0;76.68;12.57;236.09
0;76.70;12.61;236.12
0;76.72;12.65;235.95
0;76.74;12.69;235.79
0;76.77;12.72;235.87
0;76.81;12.75;235.98
0;76.84;12.78;236.00
0;76.89;12.87;235.90
0;76.92;12.91;236.00
0;76.95;12.97;236.11
0;76.98;13.01;235.89
0;77.00;13.06;235.82
0;77.03;13.11;235.87
0;77.07;13.16;235.91
0;77.10;13.21;235.89
0;77.13;13.24;235.69
0;77.15;13.26;235.49
0;77.33;13.46;235.63
0;77.39;13.50;235.41
0;77.46;13.55;235.42
0;77.53;13.59;235.48
0;77.60;13.62;235.54
0;77.66;13.64;235.50
0;77.71;13.65;235.35
0;77.77;13.65;235.39
0;77.81;13.65;235.41
0;77.84;13.63;235.42
0;77.88;13.57;234.85
0;77.89;13.55;234.80
0;77.90;13.53;234.76
0;77.92;13.46;234.46
0;77.91;13.39;234.03
0;77.91;13.34;233.85
0;77.95;13.31;233.71
0;77.96;13.29;233.64
0;77.98;13.28;233.57
0;78.09;13.24;232.98
0;78.11;13.24;232.92
0;78.17;13.25;232.69
0;78.18;13.27;232.44
0;78.18;13.32;232.20
0;78.19;13.35;232.16
0;78.20;13.37;232.11
0;78.21;13.37;231.90
0;78.21;13.37;231.89
0;78.23;13.39;231.84
0;78.24;13.40;231.50
0;78.25;13.42;231.30
0;78.27;13.44;231.17
0;78.31;13.46;231.00
0;78.35;13.47;230.73
0;78.39;13.48;230.31
0;78.42;13.49;230.01
0;78.41;13.46;229.66
0;78.24;13.21;228.13
0;78.10;13.01;227.38
0;77.91;12.73;226.41
1;77.67;12.36;225.15
0;77.45;11.97;223.82
0;77.16;11.47;222.22
0;76.67;10.77;220.62
0;76.12;10.06;219.19
0;75.49;9.32;217.77
0;73.76;7.48;213.81
0;72.60;6.47;211.17
0;71.43;5.67;208.49
0;70.24;5.08;206.01
0;68.86;4.57;203.53
0;67.19;4.09;200.99
0;65.36;3.66;198.63
0;63.51;3.33;196.59
0;61.41;3.11;194.69
0;56.03;2.97;190.89
0;54.40;2.97;189.99
0;53.17;2.98;189.36
0;48.28;3.19;187.33
0;45.01;3.67;186.24
0;42.08;4.45;185.35
0;38.64;5.86;184.42
0;35.60;7.47;183.70
0;32.53;9.46;183.15
0;25.14;14.85;182.50
0;21.51;17.64;182.53
0;17.99;20.31;182.75
0;14.64;22.80;183.13
0;12.03;24.69;183.51
0;10.36;25.87;183.81
0;4.96;29.68;184.93
0;1.03;32.42;185.96
0;-2.30;34.64;186.98
0;-7.11;37.62;188.62
0;-8.25;38.23;189.05
0;-9.39;38.84;189.49
0;-10.53;39.45;189.93
0;-25.08;44.54;196.57
0;-29.42;45.12;198.91
0;-30.63;45.16;199.61
0;-31.83;45.19;200.31
0;-33.04;45.23;201.01
0;-46.55;40.78;210.95
0;-48.17;39.32;212.50
0;-49.20;38.25;213.54
0;-52.34;33.78;217.07
0;-53.89;30.94;218.96
0;-55.24;28.23;220.66
0;-56.56;25.45;222.36
0;-57.18;24.13;223.19
0;-57.80;22.81;224.01
0;-61.39;15.89;228.98
0;-62.32;14.32;230.33
0;-65.22;9.82;234.89
0;-66.99;7.20;238.05
0;-68.53;4.87;241.16
0;-69.94;2.60;244.40
0;-71.17;0.46;247.60
0;-72.42;-1.91;251.23
0;-72.74;-2.59;252.29
0;-73.06;-3.27;253.34
0;-73.38;-3.95;254.40
0;-74.80;-7.27;259.60
0;-77.72;-17.15;275.40
0;-78.16;-20.05;280.22
0;-78.31;-22.33;284.05
0;-78.30;-24.38;287.49
0;-77.89;-27.41;292.42
0;-77.34;-29.96;296.31
0;-77.21;-30.69;297.31
0;-77.07;-31.42;298.30
0;-76.93;-32.16;299.29
0;-77.35;-37.98;305.33
0;-79.16;-41.71;307.62
0;-79.06;-42.26;308.08
0;-77.89;-42.41;308.58
0;-76.54;-42.15;308.83
0;-75.73;-41.79;308.76
0;-74.92;-41.43;308.68
0;-71.77;-38.31;305.77
0;-71.55;-37.75;304.95
0;-71.34;-37.18;304.13
0;-70.42;-32.66;296.71
0;-69.73;-29.57;291.81
0;-69.06;-27.14;288.26
0;-68.28;-24.58;284.81
0;-67.49;-22.10;281.73
0;-66.99;-20.57;279.94
0;-66.53;-19.14;278.29
0;-64.06;-11.74;269.91
0;-63.53;-10.20;268.05
0;-62.01;-5.80;262.16
0;-61.03;-3.13;258.00
0;-60.15;-1.06;254.52
0;-59.06;1.05;250.82
0;-57.88;2.85;247.69
0;-56.33;4.89;244.28
0;-52.94;8.80;238.58
0;-51.13;10.79;236.17
0;-49.44;12.59;234.20
0;-47.63;14.42;232.30
0;-45.73;16.20;230.47
0;-44.66;17.11;229.50
0;-43.60;18.02;228.53
0;-38.15;21.71;224.06
0;-35.59;23.04;222.19
0;-29.59;25.43;218.22
0;-26.43;26.35;216.33
0;-23.38;27.08;214.64
0;-20.29;27.71;213.02
0;-17.25;28.25;211.50
0;-13.87;28.77;209.90
0;-10.89;29.16;208.53
0;-7.57;29.46;207.01
0;-4.23;29.55;205.45
0;1.91;29.05;202.74
0;5.40;28.46;201.30
0;7.99;27.91;200.27
0;12.04;26.75;198.68
0;17.77;24.36;196.48
0;21.06;22.56;195.32
0;24.58;20.35;194.23
0;27.45;18.46;193.43
0;30.18;16.78;192.77
0;36.06;13.70;191.69
0;38.83;12.48;191.33
0;41.44;11.46;191.09
0;44.00;10.59;190.97
0;46.52;9.91;190.93
0;48.98;9.43;190.94
0;51.37;9.13;190.92
0;53.53;8.97;190.88
0;55.61;8.85;190.84
0;59.80;8.67;190.96
0;61.86;8.57;191.16
0;63.61;8.50;191.40
0;65.23;8.46;191.68
0;66.90;8.42;192.02
0;68.48;8.36;192.41
0;69.87;8.26;192.83
0;71.46;8.10;193.59
0;72.68;7.95;194.47
0;73.86;7.83;195.56
0;75.92;7.87;198.01
0;76.91;8.00;199.22
0;77.77;8.16;200.23
0;78.56;8.34;201.17
0;79.25;8.51;202.07
0;79.97;8.68;203.20
0;80.53;8.80;204.31
0;81.00;8.89;205.65
0;81.44;8.99;208.79
0;81.43;9.01;209.96
0;81.08;9.21;214.19
0;80.85;9.43;216.40
0;80.69;9.75;218.10
0;80.56;10.21;219.54
0;80.47;10.68;220.48
0;80.40;11.41;221.45
0;80.41;12.12;222.07
0;80.56;13.65;222.94
0;80.62;14.17;223.21
0;80.66;14.52;223.39
0;80.71;15.67;224.16
0;80.66;16.29;224.70
0;80.56;16.77;225.20
0;80.40;17.19;225.75
0;80.18;17.51;226.30
0;79.91;17.72;226.79
0;79.66;17.83;227.19
0;79.10;17.90;227.78
0;78.88;17.88;227.89
0;78.73;17.86;227.88
0;78.63;17.82;227.79
0;78.58;17.78;227.62
0;78.58;17.72;227.40
0;78.62;17.66;227.13
0;78.68;17.60;226.88
0;78.76;17.54;226.52
0;78.97;17.40;226.11
0;79.06;17.31;226.07
0;79.10;17.24;226.09
0;79.12;17.19;226.12
0;79.15;17.03;226.38
0;79.13;16.90;226.71
0;79.09;16.77;227.09
0;79.03;16.65;227.22
0;78.97;16.53;227.60
0;78.82;16.30;228.52
0;78.74;16.19;228.84
0;78.67;16.10;229.09
0;78.61;16.01;229.37
0;78.56;15.93;229.57
0;78.51;15.86;229.72
0;78.47;15.78;229.63
0;78.43;15.72;229.64
0;78.38;15.66;229.64
0;78.28;15.57;229.52
0;78.22;15.53;229.45
0;78.15;15.49;229.46
0;78.08;15.46;229.50
0;78.00;15.45;229.55
0;77.91;15.44;229.46
0;77.83;15.44;229.53
0;77.73;15.44;229.60
0;77.63;15.44;229.68
0;77.44;15.48;229.69
0;77.36;15.51;229.75
0;77.28;15.54;229.80
0;77.21;15.57;229.80
0;77.14;15.58;229.72
0;77.07;15.59;229.77
0;77.01;15.59;229.81
0;74.88;17.21;231.23
0;74.34;17.55;231.62
0;74.19;17.50;231.73
0;74.14;17.47;231.76
0;73.99;17.37;232.02
0;73.92;17.31;232.22
0;73.87;17.28;232.27
0;73.78;17.21;232.36
0;73.65;17.15;232.51
0;73.56;17.10;232.81
0;73.45;17.04;233.03
0;73.25;16.95;233.44
0;73.15;16.92;233.73
0;73.05;16.90;233.96
0;72.96;16.89;234.08
0;72.87;16.90;234.19
0;72.79;16.93;234.27
0;72.72;16.97;234.31
0;72.66;17.02;234.33
0;72.62;17.08;234.33
0;72.58;17.21;234.34
0;72.63;17.27;234.36
0;72.69;17.33;234.31
0;72.75;17.40;234.28
0;72.82;17.48;234.27
0;72.88;17.54;234.29
0;72.95;17.61;234.32
0;73.01;17.68;234.35
0;73.07;17.73;234.39
0;73.20;17.84;234.56
0;73.27;17.88;234.63
0;73.34;17.90;234.69
0;73.41;17.92;234.76
0;73.45;17.97;234.85
0;73.48;18.01;234.91
0;73.53;18.05;234.97
0;73.59;18.07;235.01
0;73.64;18.08;235.16
0;73.79;17.84;235.07
0;73.85;17.72;234.99
0;73.90;17.61;234.91
0;73.98;17.42;234.76
0;74.04;17.27;234.65
0;74.09;17.11;234.53
0;74.15;16.93;234.40
0;74.21;16.77;234.29
0;74.28;16.62;234.17
0;74.39;16.29;233.91
0;74.44;16.12;233.80
0;74.49;15.98;233.72
0;74.52;15.83;233.63
0;74.56;15.68;233.52
0;74.59;15.53;233.41
0;74.63;15.41;233.42
0;74.67;15.29;233.34
0;74.72;15.18;233.25
0;74.76;15.08;233.16
0;74.84;14.89;233.06
0;74.88;14.81;233.00
